,past_reform,limit_con,zone,zone_id,distance_to_transit,day,day_id
271,True,0.0,downtown,0,39.3897389941042,3453,135
272,True,0.0,downtown,0,448.6734109830177,3453,135
273,True,0.5,downtown,0,357.6051007055583,3453,135
274,True,0.5,downtown,0,477.9467740941089,3453,135
275,True,0.0,downtown,0,53.33263390855176,3474,136
276,True,0.0,downtown,0,53.400435119538464,3474,136
277,True,0.5,downtown,0,465.018009661765,3474,136
278,True,0.5,downtown,0,691.1690024639361,3474,136
279,True,0.0,downtown,0,215.76384954231813,3474,136
280,True,0.0,downtown,0,48.38918198197148,3474,136
281,True,0.0,downtown,0,60.60452254054696,3474,136
282,True,0.0,downtown,0,68.07883433551672,3488,137
283,True,0.0,downtown,0,103.50320332559038,3488,137
284,True,0.0,downtown,0,18.67325711541877,3502,138
285,True,0.0,downtown,0,143.35781780442136,3502,138
286,True,0.0,downtown,0,159.15797933893293,3538,139
287,True,1.0,downtown,0,1544.740409984318,3538,139
288,True,0.0,downtown,0,175.5973160670209,3551,140
289,True,0.5,downtown,0,540.3428043540042,3551,140
290,True,0.5,downtown,0,417.6102665381925,3551,140
291,True,0.5,downtown,0,316.1031878195356,3565,141
292,True,0.5,downtown,0,839.272610021566,3565,141
293,True,0.0,downtown,0,226.086509170816,3565,141
294,True,0.0,downtown,0,40.48622158246328,3579,142
295,True,0.0,downtown,0,611.1531832937114,3579,142
296,True,0.0,downtown,0,66.29939155426432,3579,142
297,True,0.0,downtown,0,29.76622093094202,3593,143
298,True,0.0,downtown,0,60.37930794877167,3593,143
299,True,0.0,downtown,0,86.7541868207258,3607,144
300,True,0.5,downtown,0,326.33545257597365,3607,144
301,True,0.0,downtown,0,84.09843403258006,3628,145
