GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
 "48199","Hardin, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",1074890,1139883,1088900,1117754,1098000,1285465,1351288,1377732,1383483,1307098,1302892,1455561,1534579,1379038,1308316,1333290,1337981,1391106,1346032,1293420,1302074
 "48199","Hardin, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",73.847,78.312,74.810,76.792,75.435,88.314,92.836,94.653,95.048,89.800,89.511,100.000,105.429,94.743,89.884,91.600,91.922,95.572,92.475,88.861,89.455
 "48199","Hardin, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",730060,760998,799888,877956,954197,1159804,1270302,1419911,1201702,1226098,1298603,1455561,1552372,1407082,1266173,1293000,1339025,1434656,1402512,1359102,1473568
 "48201","Harris, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",244128701,242658014,243159988,265896284,269128633,291331105,314805758,306964800,303210517,315238850,323588295,333797149,346384587,349764201,368946321,364787186,366708264,376052804,369729664,359146260,364521545
 "48201","Harris, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",73.137,72.696,72.847,79.658,80.626,87.278,94.310,91.961,90.837,94.440,96.942,100.000,103.771,104.783,110.530,109.284,109.860,112.659,110.765,107.594,109.205
 "48201","Harris, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",176506775,175730900,182766171,206684737,221542505,248974336,277630855,278279885,269969488,290160526,315338365,333797149,350484576,359010305,372100075,366894613,379730522,402867349,400682378,384610014,420744039
 "48203","Harrison, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",2623303,3160829,3064800,3323620,3538261,3971762,4348420,5348154,6431349,5371192,4296086,4218142,4094481,4217539,4239416,4245572,4413319,4525754,4348403,4236031,4335275
 "48203","Harrison, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",62.191,74.934,72.658,78.793,83.882,94.159,103.089,126.789,152.469,127.335,101.848,100.000,97.068,99.986,100.504,100.650,104.627,107.293,103.088,100.424,102.777
 "48203","Harrison, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1849709,2165866,2290193,2607789,3062532,3535368,4001096,5537128,5810651,5173654,4360627,4218142,4214798,4402308,3989776,3946488,4285276,4544244,4286518,3874541,5195409
 "48205","Hartley, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",371518,490277,470816,444957,445241,476534,416484,304667,296596,523143,716555,653642,533032,805844,1125157,1096439,1058208,954129,967844,920902,832398
 "48205","Hartley, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",56.838,75.007,72.030,68.074,68.117,72.904,63.717,46.611,45.376,80.035,109.625,100.000,81.548,123.285,172.137,167.743,161.894,145.971,148.069,140.888,127.348
 "48205","Hartley, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",229000,281551,305344,332901,305895,319401,340934,265120,210735,417418,705597,653642,550617,781978,915854,778721,813562,717153,709570,669806,815561
 "48207","Haskell, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",187966,184883,187915,193930,203845,194679,198903,169323,171920,208802,185029,206415,223545,198953,207326,196592,263012,313269,386995,370092,340428
 "48207","Haskell, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",91.062,89.568,91.037,93.951,98.755,94.314,96.361,82.030,83.289,101.156,89.639,100.000,108.299,96.385,100.441,95.241,127.419,151.767,187.484,179.295,164.924
 "48207","Haskell, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",132743,127117,142067,160498,169055,162968,186062,170907,146800,195535,190566,206415,232201,204243,177734,164521,233055,290922,351376,321047,357909
 "48209","Hays, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",3017937,3105115,3165992,3158382,3652893,3938927,4097629,4248042,4260751,4386641,4495250,4728662,5040994,5260668,5645323,5914830,6295008,6727602,7223453,7420133,8032681
 "48209","Hays, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",63.822,65.666,66.953,66.792,77.250,83.299,86.655,89.836,90.105,92.767,95.064,100.000,106.605,111.251,119.385,125.085,133.125,142.273,152.759,156.918,169.872
 "48209","Hays, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",2334606,2441457,2535646,2606542,3119023,3492544,3748227,3951947,4089986,4229198,4394543,4728662,5158259,5505548,6063316,6453768,6981715,7638044,8422386,8880234,10025735
 "48211","Hemphill, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",911508,951979,943578,1021010,1128428,1225840,1306908,1294204,1500657,1142783,1232755,1149640,1230654,1439135,1541301,1282453,1117685,932166,949362,888930,707542
 "48211","Hemphill, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",79.286,82.807,82.076,88.811,98.155,106.628,113.680,112.575,130.533,99.404,107.230,100.000,107.047,125.181,134.068,111.553,97.220,81.083,82.579,77.322,61.545
 "48211","Hemphill, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",466344,412057,600618,776816,1131631,1240878,1421337,1876690,1147862,1141977,1399127,1149640,1309719,1487231,878344,645034,687658,662763,567791,390620,578617
 "48213","Henderson, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",1807184,1851720,1789005,1717867,1737513,1732641,1689746,1578539,1616104,1582463,1552179,1546643,1555830,1589176,1537715,1566667,1658766,1655240,1734206,1779260,1815245
 "48213","Henderson, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",116.846,119.725,115.670,111.071,112.341,112.026,109.252,102.062,104.491,102.316,100.358,100.000,100.594,102.750,99.423,101.295,107.249,107.021,112.127,115.040,117.367
 "48213","Henderson, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1242696,1246186,1343126,1376176,1534388,1572516,1593420,1629072,1486000,1526985,1539651,1546643,1601143,1667387,1569108,1613580,1761622,1814991,1931827,2016046,2175498
 "48215","Hidalgo, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",14475705,15421267,15726811,15879052,16284906,17026984,17722075,17383996,17290862,17181174,17451114,17703722,18374773,18594017,18782537,18828192,18993865,19445191,19933787,19980035,20877561
 "48215","Hidalgo, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",81.766,87.107,88.833,89.693,91.986,96.177,100.104,98.194,97.668,97.048,98.573,100.000,103.790,105.029,106.094,106.352,107.287,109.837,112.597,112.858,117.928
 "48215","Hidalgo, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",10276710,10825059,12003813,12780584,14016969,15089485,16335722,17146581,16056458,16507784,17150636,17703722,18837927,19423945,19667959,19931394,20492754,21491691,22550219,23166909,25508724
 "48217","Hill, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",562957,574935,591230,615048,602209,645900,742945,867701,985027,888210,829524,794606,835627,856143,899338,866086,874961,936047,955979,946606,1020078
 "48217","Hill, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",70.847,72.355,74.405,77.403,75.787,81.286,93.499,109.199,123.964,111.780,104.394,100.000,105.163,107.744,113.180,108.996,110.113,117.800,120.309,119.129,128.375
 "48217","Hill, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",449442,470023,494617,536274,543394,608772,727951,924856,881603,857488,832057,794606,860851,896966,897343,868544,906653,1002509,1044774,1049707,1212741
 "48219","Hockley, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",2202647,2601275,2158076,2218591,1830729,2178239,2395066,2208440,2612357,2460447,2418779,2797072,2624414,2333062,2294135,2187913,2361133,2342738,2450108,2156774,2006348
 "48219","Hockley, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",78.748,93.000,77.155,79.318,65.452,77.876,85.628,78.955,93.396,87.965,86.475,100.000,93.827,83.411,82.019,78.222,84.414,83.757,87.595,77.108,71.730
 "48219","Hockley, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1193997,1225740,1434747,1725304,1810852,2188898,2565747,3063980,2058085,2458298,2715868,2797072,2783084,2430208,1547788,1360876,1696494,1854523,1730115,1229082,1717515
 "48221","Hood, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",913863,917132,915966,955738,1049835,1248570,1532637,1822837,1889908,1715880,1827338,1891222,2031691,2199763,2017416,1905704,2078664,2263976,2423838,2168219,2237651
 "48221","Hood, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",48.321,48.494,48.433,50.535,55.511,66.019,81.040,96.384,99.930,90.729,96.622,100.000,107.427,116.314,106.673,100.766,109.911,119.710,128.162,114.646,118.318
 "48221","Hood, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",738542,748030,770306,828863,949996,1175881,1495811,1992709,1670240,1649336,1836388,1891222,2085057,2293269,1982030,1863836,2108082,2366087,2560236,2283439,2584467
 "48223","Hopkins, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",985227,1014379,1004583,1030347,1037886,1033056,1064514,1088707,1068697,1175702,1152189,1202285,1243784,1347625,1315214,1322274,1385347,1473671,1578948,1522037,1554291
 "48223","Hopkins, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",81.946,84.371,83.556,85.699,86.326,85.924,88.541,90.553,88.889,97.789,95.833,100.000,103.452,112.089,109.393,109.980,115.226,122.573,131.329,126.595,129.278
 "48223","Hopkins, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",715462,740007,761477,818199,852084,874023,938286,997083,988341,1111036,1124812,1202285,1274655,1392016,1340441,1343110,1436238,1551790,1692725,1659605,1825997
 "48225","Houston, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",653892,645483,671373,753849,748588,750768,701255,689110,736150,717666,705537,762365,785251,845021,935621,925249,950677,973384,993230,1012336,1010355
 "48225","Houston, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",85.772,84.668,88.064,98.883,98.193,98.479,91.984,90.391,96.561,94.137,92.546,100.000,103.002,110.842,122.726,121.366,124.701,127.679,130.283,132.789,132.529
 "48225","Houston, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",513588,507634,552922,641137,678647,690118,666816,731072,674903,700046,715939,762365,812723,881906,852882,837260,893465,950510,980032,989771,1085051
 "48227","Howard, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",1826580,1860635,1699162,1659019,1536116,1614248,1800205,1739220,1907106,1963678,2250518,2672257,2840239,2860463,3269135,3906605,5341101,6863771,8579239,8527407,8729519
 "48227","Howard, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",68.353,69.628,63.585,62.083,57.484,60.408,67.366,65.084,71.367,73.484,84.218,100.000,106.286,107.043,122.336,146.191,199.872,256.853,321.048,319.109,326.672
 "48227","Howard, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1123945,1078798,1154844,1230712,1327643,1450392,1705648,1874095,1546677,1841025,2382836,2672257,2935928,2912910,2233144,2426103,3982453,6066486,6107950,3971371,9156941
 "48229","Hudspeth, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",72112,87292,90746,86180,84524,102202,104370,104531,105702,112960,116127,122479,138549,154744,164359,171563,153806,174287,174936,175612,176054
 "48229","Hudspeth, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",58.877,71.271,74.091,70.363,69.011,83.444,85.215,85.346,86.302,92.228,94.814,100.000,113.121,126.343,134.193,140.076,125.577,142.300,142.829,143.381,143.742
 "48229","Hudspeth, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",52157,63159,69544,71676,69631,86017,96338,98377,100297,109463,114660,122479,140947,156857,163795,168226,153763,176257,179318,182822,193432
 "48231","Hunt, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",1888665,1943867,2039381,2120454,2253362,2349129,2391647,2422368,2493689,2530713,2675375,2786348,3083123,3297875,3205870,3729570,4104482,4311205,4429962,4204351,4527612
 "48231","Hunt, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",67.783,69.764,73.192,76.102,80.872,84.309,85.834,86.937,89.497,90.825,96.017,100.000,110.651,118.358,115.056,133.852,147.307,154.726,158.988,150.891,162.493
 "48231","Hunt, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1453727,1527884,1639779,1749855,1913758,2062598,2155522,2225060,2375857,2429666,2612060,2786348,3162732,3462513,3453187,4075198,4540715,4836131,5074247,4930625,5410798
 "48233","Hutchinson, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",1516851,1417631,1327432,1452518,1276183,1351435,1499311,1803202,2332608,1375029,1146488,1382357,5592320,8302588,6515264,10280477,7318879,6587439,6212374,5381213,5040417
 "48233","Hutchinson, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",109.729,102.552,96.027,105.075,92.319,97.763,108.460,130.444,168.741,99.470,82.937,100.000,404.550,600.611,471.316,743.692,529.449,476.537,449.404,389.278,364.625
 "48233","Hutchinson, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",893022,775840,847052,1011747,1068700,1203299,1408444,1787323,1925321,1279128,1160274,1382357,5272733,7464766,5228848,6054903,5325802,5861247,4563845,2862466,4839787
 "48235","Irion, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",242895,277157,233183,211722,206087,265544,341599,366285,442861,380652,506620,958597,1510828,2068632,2275035,2017515,1818914,1572524,2065930,2022533,1546821
 "48235","Irion, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",25.339,28.913,24.325,22.087,21.499,27.701,35.635,38.211,46.199,39.709,52.850,100.000,157.608,215.798,237.330,210.465,189.748,164.044,215.516,210.989,161.363
 "48235","Irion, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",128145,123813,153091,164704,211620,277549,379467,544305,342307,389416,590967,958597,1621430,2141218,1097500,824353,980719,1048926,1045438,597649,1152829
 "48237","Jack, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",385980,424637,400376,381790,383300,431015,526309,541425,528606,495233,502766,637634,688107,842299,791985,667898,678490,726618,581917,572891,543447
 "48237","Jack, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",60.533,66.596,62.791,59.876,60.113,67.596,82.541,84.912,82.901,77.667,78.849,100.000,107.916,132.098,124.207,104.746,106.408,113.955,91.262,89.846,85.229
 "48237","Jack, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",219374,221136,263651,283724,349136,407072,524992,647481,450489,486368,533990,637634,715179,870217,605646,484371,535809,597934,462757,419482,489994
 "48239","Jackson, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",731917,671239,656051,701597,695069,735597,634315,597593,624558,573859,537138,576697,687788,661845,642964,622041,642936,704397,748056,650062,635115
 "48239","Jackson, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",126.915,116.394,113.760,121.658,120.526,127.553,109.991,103.623,108.299,99.508,93.141,100.000,119.263,114.765,111.491,107.863,111.486,122.143,129.714,112.722,110.130
 "48239","Jackson, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",475810,415130,468424,543403,623877,679497,613480,671116,542376,548950,545608,576697,711961,683675,617948,593246,634455,729816,752620,621288,697643
 "48241","Jasper, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",985479,956811,963052,955465,977533,971904,979864,986272,1079453,1032114,1012209,1008976,948342,1019484,1003949,955839,959825,974838,962875,966682,962196
 "48241","Jasper, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",97.671,94.830,95.449,94.696,96.884,96.326,97.115,97.750,106.985,102.293,100.320,100.000,93.991,101.041,99.502,94.734,95.129,96.617,95.431,95.808,95.364
 "48241","Jasper, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",765738,737776,781612,808025,877823,901256,936053,1014192,990120,1008455,1017047,1008976,983600,1075621,1001308,954916,991924,1040964,1032071,1032727,1115835
 "48243","Jeff Davis, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",63818,71780,69263,67174,57067,57881,55237,71966,74151,71251,69189,70468,73297,77434,71446,72648,73125,76833,77272,78669,84951
 "48243","Jeff Davis, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",90.563,101.863,98.291,95.327,80.984,82.138,78.387,102.127,105.228,101.112,98.185,100.000,104.015,109.885,101.388,103.094,103.772,109.033,109.655,111.638,120.553
 "48243","Jeff Davis, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",47658,55196,54756,54929,48402,50953,50648,67534,70108,68505,67603,70468,74955,79793,75004,77520,79271,85068,87148,89867,99483
 "48245","Jefferson, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",19735055,18560397,19320233,23764630,20947404,20193586,22108006,21199046,20730562,22568922,22963469,23885640,23682702,18574932,18454389,19308328,20454644,21236111,21053316,17334806,16642537
 "48245","Jefferson, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",82.623,77.705,80.886,99.493,87.699,84.543,92.558,88.752,86.791,94.487,96.139,100.000,99.150,77.766,77.261,80.837,85.636,88.907,88.142,72.574,69.676
 "48245","Jefferson, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",10858414,9916010,11060571,14454364,14688325,15127240,17395925,16912193,15690470,18424471,21831486,23885640,23077382,18211873,18139860,18123966,20496467,23093357,21715701,16626621,18984347
 "48247","Jim Hogg, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",680062,641443,482059,383539,375219,396984,335368,267396,266190,229485,209081,197414,193444,200712,205584,211621,203831,198130,202804,206767,196335
 "48247","Jim Hogg, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",344.485,324.922,244.187,194.282,190.067,201.092,169.880,135.449,134.838,116.246,105.910,100.000,97.989,101.671,104.138,107.196,103.251,100.363,102.730,104.737,99.453
 "48247","Jim Hogg, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",352510,287036,301212,277773,345584,372323,333099,330608,224445,222376,215327,197414,199102,207156,182273,183524,187487,191711,192102,187807,207078
 "48249","Jim Wells, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",1242072,1212289,1275056,1323768,1382490,1597321,1617928,1759977,1519087,1731549,2181578,2509068,2324263,2303380,1759843,1338833,1426994,1621917,1624658,1287736,1318596
 "48249","Jim Wells, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",49.503,48.316,50.818,52.759,55.100,63.662,64.483,70.145,60.544,69.012,86.948,100.000,92.635,91.802,70.139,53.360,56.873,64.642,64.751,51.323,52.553
 "48249","Jim Wells, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",879636,857844,953930,1035074,1155088,1392508,1461337,1679506,1388691,1623381,2106321,2509068,2374122,2387414,1828649,1383450,1498077,1685874,1718159,1358392,1436311
 "48251","Johnson, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",2551810,2617349,2685321,2890182,3458871,4721285,6385761,7624386,8354016,7049897,6646323,6230533,6086400,6357550,6069683,5873716,6307378,6285647,6440980,6584231,7097713
 "48251","Johnson, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",40.957,42.008,43.099,46.387,55.515,75.777,102.491,122.371,134.082,113.151,106.673,100.000,97.687,102.039,97.418,94.273,101.233,100.885,103.378,105.677,113.918
 "48251","Johnson, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",2147939,2243494,2340875,2594305,3305102,4642246,6546540,9413150,6994332,6888173,6972589,6230533,6319886,6634377,5452635,5230235,5913002,6169751,6309490,6392834,7652401
 "48253","Jones, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",515980,438875,441397,470160,483402,484479,550192,503317,510615,535884,517667,497111,510120,463004,430255,427951,424186,414381,423703,418929,453833
 "48253","Jones, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",103.796,88.285,88.792,94.579,97.242,97.459,110.678,101.248,102.716,107.800,104.135,100.000,102.617,93.139,86.551,86.088,85.330,83.358,85.233,84.273,91.294
 "48253","Jones, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",355362,299620,322804,365263,400679,416390,500148,494367,449602,505638,521938,497111,527510,484114,425157,423351,433626,439368,452954,451601,540508
 "48255","Karnes, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",362092,384028,408506,376632,364250,350524,371240,386556,419705,592485,1880168,5572517,7658079,9522176,11752486,11168471,12329743,12127059,13206009,11384348,10226706
 "48255","Karnes, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",6.498,6.891,7.331,6.759,6.537,6.290,6.662,6.937,7.532,10.632,33.740,100.000,137.426,170.877,210.901,200.421,221.260,217.623,236.985,204.295,183.520
 "48255","Karnes, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",249374,260888,313965,313578,340273,338039,373671,439665,389958,623647,2191865,5572517,8233524,9871094,5520615,4458584,6479696,7874957,6529912,3297612,7529186
 "48257","Kaufman, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",1730572,1803513,1989863,2242259,2306653,2586967,2661270,2626315,2614506,2737597,2899266,2818357,2783656,2737531,2844709,2945958,3088966,3238982,3441267,3636574,3839827
 "48257","Kaufman, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",61.404,63.992,70.604,79.559,81.844,91.790,94.426,93.186,92.767,97.135,102.871,100.000,98.769,97.132,100.935,104.528,109.602,114.924,122.102,129.032,136.243
 "48257","Kaufman, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1363809,1450424,1628212,1892118,2017148,2359470,2498741,2507213,2543266,2679964,2874879,2818357,2841454,2879491,3041705,3166452,3397018,3664141,3999456,4293036,4819688
 "48259","Kendall, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",849806,898577,926114,954417,1016880,1148386,1154310,1163229,1171655,1226199,1242063,1353386,1391171,1498304,1606401,1708177,1810472,1932873,2006505,1906356,2042055
 "48259","Kendall, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",62.791,66.395,68.429,70.521,75.136,84.853,85.290,85.950,86.572,90.602,91.774,100.000,102.792,110.708,118.695,126.215,133.773,142.818,148.258,140.858,150.885
 "48259","Kendall, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",642311,695192,732745,778865,858568,1005204,1043578,1074212,1109730,1171254,1208957,1353386,1421148,1563794,1719963,1862328,2002406,2185128,2324745,2268179,2524305
 "48261","Kenedy, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",588423,718134,615306,624417,450026,410885,464603,410644,471246,433298,372062,298783,282356,341319,284641,258756,288646,287969,358563,284280,327718
 "48261","Kenedy, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",196.940,240.353,205.938,208.987,150.620,137.520,155.499,137.439,157.722,145.021,124.526,100.000,94.502,114.236,95.267,86.603,96.607,96.381,120.008,95.146,109.684
 "48261","Kenedy, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",279512,276127,378881,467458,464412,429095,516727,620000,357916,425144,404796,298783,295599,358100,217771,182427,223281,235426,274967,180498,336339
 "48263","Kent, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",436425,580029,445797,437205,364280,409365,433715,374703,486761,451447,492668,529790,472198,406832,427698,463930,425919,391393,388601,324710,275136
 "48263","Kent, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",82.377,109.483,84.146,82.524,68.759,77.269,81.865,70.727,91.878,85.212,92.993,100.000,89.129,76.791,80.730,87.569,80.394,73.877,73.350,61.290,51.933
 "48263","Kent, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",213488,230532,282141,335946,383611,434817,491517,584939,367457,466681,585463,529790,508290,421551,206389,191084,227276,254592,196808,103614,199958
 "48265","Kerr, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",1288127,1341653,1366455,1398532,1446601,1564257,1539471,1546751,1543523,1600396,1591538,1611078,1562153,1649499,1701666,1663825,1724559,1843176,1926699,1937117,2047217
 "48265","Kerr, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",79.954,83.277,84.816,86.807,89.791,97.094,95.555,96.007,95.807,99.337,98.787,100.000,96.963,102.385,105.623,103.274,107.044,114.406,119.591,120.237,127.071
 "48265","Kerr, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",990157,1058040,1103765,1163626,1241168,1387143,1412121,1443423,1469606,1538534,1553379,1611078,1596316,1721942,1824126,1818766,1916362,2089877,2242322,2314894,2510660
