GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
 "37005","Alleghany, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",108.300,117.579,115.145,124.858,118.968,126.994,113.634,106.578,103.000,103.028,102.357,100.000,108.307,109.111,109.705,108.901,106.339,101.335,97.908,93.400,96.082
 "37005","Alleghany, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",223781,243493,247969,282745,270790,296588,276921,266173,259878,265743,273475,274351,304385,315455,327049,332246,330996,324008,321089,314819,341415
 "37007","Anson, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",777346,734744,701697,735774,717528,746450,728450,708011,675694,709350,683750,690823,702505,764218,817764,806048,790641,830844,747173,693108,728910
 "37007","Anson, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",112.525,106.358,101.574,106.507,103.866,108.052,105.447,102.488,97.810,102.682,98.976,100.000,101.691,110.624,118.375,116.679,114.449,120.269,108.157,100.331,105.513
 "37007","Anson, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",576569,552600,537868,583145,580617,620165,634170,633758,629604,668843,665825,690823,721308,794607,850991,830065,836656,891391,816782,773594,891371
 "37009","Ashe, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",672467,720071,702732,722812,728740,760074,708519,732693,724123,771619,724083,764847,725693,688711,663437,692565,711934,738418,741809,725171,761013
 "37009","Ashe, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",87.922,94.146,91.879,94.504,95.279,99.376,92.635,95.796,94.676,100.885,94.670,100.000,94.881,90.046,86.741,90.549,93.082,96.545,96.988,94.813,99.499
 "37009","Ashe, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",527335,571402,569341,601700,618506,663699,642810,674614,681418,733085,704798,764847,743094,719138,713553,760969,795602,841313,868071,869706,934126
 "37011","Avery, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",536608,569246,553450,544531,574378,555987,567524,540320,549231,580191,557439,597673,568125,553981,533462,550861,555981,576043,576718,563415,598491
 "37011","Avery, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",89.783,95.244,92.601,91.109,96.102,93.025,94.956,90.404,91.895,97.075,93.268,100.000,95.056,92.690,89.257,92.168,93.024,96.381,96.494,94.268,100.137
 "37011","Avery, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",408539,439127,442200,452977,486912,486965,517196,502542,519413,553804,544097,597673,581665,579430,574593,606842,624682,663407,682642,686697,751912
 "37013","Beaufort, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",1735636,1640444,1628621,1416382,1525006,1621319,1815774,1738483,1709868,1636184,1685456,1734929,1912382,1980132,1958365,2194042,2058473,1884213,1785997,1766243,1816515
 "37013","Beaufort, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",100.041,94.554,93.872,81.639,87.900,93.452,104.660,100.205,98.556,94.308,97.148,100.000,110.228,114.133,112.879,126.463,118.649,108.605,102.944,101.805,104.703
 "37013","Beaufort, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1307013,1254062,1267184,1128297,1235360,1344438,1560694,1546550,1588896,1530126,1629164,1734929,1959728,2076317,2121843,2425058,2324540,2169186,2101453,2117597,2273793
 "37015","Bertie, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",922182,792281,777057,803740,788652,873756,860631,774726,769366,692034,635528,623090,627533,641602,691355,653855,665174,597633,636534,590754,627875
 "37015","Bertie, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",148.001,127.154,124.710,128.993,126.571,140.229,138.123,124.336,123.476,111.065,101.996,100.000,100.713,102.971,110.956,104.937,106.754,95.914,102.158,94.810,100.768
 "37015","Bertie, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",698660,626195,617690,638626,637872,707080,709846,673034,716037,653507,606459,623090,642027,670565,735031,700706,722670,649612,703441,672276,761344
 "37017","Bladen, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",2075565,1654409,1803858,1999765,2039775,2308510,2032554,1793937,1734265,1732074,1646493,1481236,1427268,1391770,1395668,1356938,1406648,1398165,1324323,1324746,1363558
 "37017","Bladen, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",140.124,111.691,121.781,135.006,137.708,155.850,137.220,121.111,117.082,116.934,111.157,100.000,96.357,93.960,94.223,91.608,94.964,94.392,89.407,89.435,92.055
 "37017","Bladen, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1620864,1356806,1475036,1622616,1666955,1864215,1662916,1542610,1599850,1618377,1565353,1481236,1457980,1440562,1455485,1419239,1482037,1466920,1416879,1466319,1602149
 "37019","Brunswick, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",2932116,2857927,2979518,3350796,3534408,3620832,3645966,3655408,3608295,3774854,3797238,3831635,3795098,3869514,4038863,4327987,4453254,4358493,4286910,4230756,4436023
 "37019","Brunswick, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",76.524,74.588,77.761,87.451,92.243,94.498,95.154,95.401,94.171,98.518,99.102,100.000,99.046,100.989,105.408,112.954,116.223,113.750,111.882,110.416,115.774
 "37019","Brunswick, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",2289436,2250892,2416825,2794569,3055623,3268843,3379437,3439467,3555839,3700212,3763429,3831635,3892824,4110049,4392225,4752521,4996673,5013212,5072909,5105617,5660348
 "37021","Buncombe, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",8647575,8828939,9133957,9483046,9838411,10126754,10022299,10240765,9755338,10101588,10304632,10165955,10466031,10935506,11207401,11491040,12410460,13059387,13555156,12876564,13947424
 "37021","Buncombe, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",85.064,86.848,89.848,93.282,96.778,99.614,98.587,100.736,95.961,99.367,101.364,100.000,102.952,107.570,110.244,113.035,122.079,128.462,133.339,126.664,137.197
 "37021","Buncombe, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",6817798,7101725,7471877,7923565,8457211,8965950,9139480,9501232,9341125,9721653,10050248,10165955,10683177,11381361,11950860,12470020,13677960,14718194,15692937,15244244,16990979
 "37023","Burke, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",2768736,2806584,2718774,2813429,2823960,2916496,2723752,2673133,2495195,2588834,2584016,2518791,2529500,2482770,2467569,2499182,2528996,2456423,2350737,2275089,2391275
 "37023","Burke, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",109.923,111.426,107.940,111.698,112.116,115.790,108.137,106.128,99.063,102.781,102.590,100.000,100.425,98.570,97.966,99.221,100.405,97.524,93.328,90.325,94.937
 "37023","Burke, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",2194936,2268873,2221595,2328249,2386233,2510739,2412092,2424280,2393567,2488707,2503860,2518791,2587245,2598363,2669644,2755812,2814046,2777685,2729096,2719357,2921652
 "37025","Cabarrus, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",6515909,6642734,6907390,7148874,7355868,8036207,8072292,7066655,6284152,6268189,6216152,5895453,5766252,5915306,6172126,6521524,7066314,6979231,7104989,7002167,7666490
 "37025","Cabarrus, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",110.524,112.676,117.165,121.261,124.772,136.312,136.924,119.866,106.593,106.322,105.440,100.000,97.808,100.337,104.693,110.620,119.860,118.383,120.516,118.772,130.041
 "37025","Cabarrus, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",5066480,5334026,5584129,5840858,6182279,6897334,7078817,6422417,6026293,6034032,6034050,5895453,5901064,6184638,6635186,7144531,7865181,7940589,8299244,8389204,9545277
 "37027","Caldwell, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",2414205,2501079,2463967,2475073,2399322,2360428,2230523,2147222,2062356,2089358,2112839,2029535,2040713,2028036,2078108,2167749,2253073,2227607,2177975,2142649,2173297
 "37027","Caldwell, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",118.954,123.234,121.405,121.953,118.220,116.304,109.903,105.799,101.617,102.948,104.105,100.000,100.551,99.926,102.393,106.810,111.014,109.759,107.314,105.573,107.084
 "37027","Caldwell, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1877936,1976649,1971848,2015242,2004261,2032643,1980406,1948229,1957252,1988391,2053710,2029535,2086196,2112585,2221470,2353130,2486546,2510007,2526181,2534756,2691319
 "37029","Camden, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",140450,140676,147264,146934,175638,185644,197168,298018,246857,217756,187922,179195,167357,157368,155537,141323,145033,138230,142436,145450,159182
 "37029","Camden, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",78.379,78.505,82.181,81.997,98.015,103.599,110.030,166.310,137.759,121.519,104.870,100.000,93.394,87.820,86.798,78.866,80.936,77.140,79.487,81.169,88.832
 "37029","Camden, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",110234,113029,120816,124249,151412,165197,182970,279865,233324,207627,183786,179195,171743,164098,166399,154423,161414,157456,166719,175325,199395
 "37031","Carteret, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",1751679,1800540,1845544,1915359,2000423,2028290,1928579,1989658,1953831,2050238,2020506,1913134,1903680,1997778,2019308,2115425,2251934,2201435,2331119,2247563,2376454
 "37031","Carteret, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",91.561,94.115,96.467,100.116,104.563,106.019,100.807,104.000,102.127,107.166,105.612,100.000,99.506,104.424,105.550,110.574,117.709,115.070,121.848,117.481,124.218
 "37031","Carteret, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1335848,1407668,1476943,1580180,1705659,1790758,1756471,1844582,1831744,1948457,1972304,1913134,1951672,2097618,2177916,2326385,2521474,2523537,2742100,2722288,2973074
 "37033","Caswell, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",324605,331856,346812,348596,306429,343212,324641,361425,359559,357228,336320,351179,338662,325395,322144,330475,348947,329370,325682,310258,313010
 "37033","Caswell, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",92.433,94.498,98.756,99.264,87.257,97.731,92.443,102.918,102.386,101.722,95.769,100.000,96.436,92.658,91.732,94.104,99.364,93.790,92.740,88.348,89.131
 "37033","Caswell, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",239929,251120,269410,283301,255154,294916,292382,333932,336436,340552,328494,351179,347018,338158,340025,352817,380720,368208,372647,366414,381826
 "37035","Catawba, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",7690097,7583936,7370916,7711779,7859346,8107787,7986476,7761884,7376965,7689213,7684895,7427653,7451941,7521788,7740919,7918160,8281201,8204050,8162811,7845457,8475580
 "37035","Catawba, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",103.533,102.104,99.236,103.825,105.812,109.157,107.524,104.500,99.318,103.521,103.463,100.000,100.327,101.267,104.218,106.604,111.492,110.453,109.898,105.625,114.108
 "37035","Catawba, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",6254500,6234766,6115556,6471768,6774536,7203471,7276714,7188810,7178154,7457483,7515788,7427653,7600926,7823848,8259504,8540806,9029152,9117160,9325967,9132043,10227800
 "37037","Chatham, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",1723595,1727793,1701278,1768775,1970684,2148673,2175077,1935893,1940196,1919924,1772927,1553128,1465637,1476472,1470067,1566487,1556645,1593051,1528570,1536811,1645452
 "37037","Chatham, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",110.976,111.246,109.539,113.885,126.885,138.345,140.045,124.645,124.922,123.617,114.152,100.000,94.367,95.064,94.652,100.860,100.226,102.570,98.419,98.949,105.944
 "37037","Chatham, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1321828,1348800,1353055,1444574,1641966,1827791,1897030,1744610,1844442,1831375,1719757,1553128,1510383,1559373,1578676,1709012,1736897,1822373,1792330,1851682,2074783
 "37039","Cherokee, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",667362,681292,662093,664195,711901,722167,670202,667261,711447,755450,772597,684683,689108,684815,701272,651394,683071,699885,741782,730643,786840
 "37039","Cherokee, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",97.470,99.505,96.701,97.008,103.975,105.475,97.885,97.455,103.909,110.336,112.840,100.000,100.646,100.019,102.423,95.138,99.765,102.220,108.339,106.713,114.920
 "37039","Cherokee, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",523315,546280,541542,556968,613067,640039,613620,621247,680558,727290,753591,684683,706492,719417,756974,717035,767213,804245,876757,889090,989530
 "37041","Chowan, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",490780,500942,505691,519539,546479,538815,492446,468603,461923,456135,461440,446175,445898,457373,482685,510140,574486,562070,579050,574844,603921
 "37041","Chowan, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",109.997,112.275,113.339,116.443,122.481,120.763,110.371,105.027,103.530,102.232,103.421,100.000,99.938,102.510,108.183,114.336,128.758,125.975,129.781,128.838,135.355
 "37041","Chowan, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",372670,384689,399324,427870,453811,457948,440625,428921,436314,436114,449127,446175,456190,475819,515756,554597,632338,629191,663603,671782,722124
 "37043","Clay, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",183978,191648,215233,224007,237022,236387,220428,211555,202670,215423,218163,214615,209328,207223,214848,200454,210087,219819,233714,236796,257263
 "37043","Clay, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",85.725,89.299,100.288,104.376,110.441,110.145,102.709,98.574,94.434,100.377,101.653,100.000,97.537,96.556,100.109,93.402,97.890,102.425,108.899,110.336,119.872
 "37043","Clay, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",135789,145405,167536,182560,200637,208943,203360,198607,194947,208522,213445,214615,214112,216161,230582,219541,234326,250781,273158,283843,317135
 "37045","Cleveland, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",2956103,2853873,2916483,3036440,3140958,3255610,3149392,3093105,2831631,2942874,3004266,2915934,3240721,3337224,3260476,3402652,3808551,3762642,3942113,3825534,3997437
 "37045","Cleveland, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",101.378,97.872,100.019,104.133,107.717,111.649,108.006,106.076,97.109,100.924,103.029,100.000,111.138,114.448,111.816,116.692,130.612,129.037,135.192,131.194,137.089
 "37045","Cleveland, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",2405055,2349994,2428675,2573556,2724657,2903692,2874026,2862019,2734647,2846081,2936079,2915934,3313784,3501460,3510082,3709473,4207173,4226833,4541739,4484524,4885872
 "37047","Columbus, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",1354292,1330723,1289963,1320476,1414485,1470709,1423542,1464108,1439707,1502115,1443242,1381881,1439845,1382091,1365077,1345566,1367609,1290092,1353603,1329836,1417490
 "37047","Columbus, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",98.004,96.298,93.348,95.556,102.359,106.428,103.015,105.950,104.185,108.701,104.440,100.000,104.195,100.015,98.784,97.372,98.967,93.358,97.954,96.234,102.577
 "37047","Columbus, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1064262,1058196,1046787,1104685,1201366,1280007,1279471,1342148,1353833,1436533,1409069,1381881,1481479,1444964,1455513,1453402,1506775,1449277,1551545,1553815,1745683
 "37049","Craven, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",3886806,3832588,4034326,4219267,4521835,4588254,4731979,4627405,4473259,4579941,4508070,4498290,4695169,4847516,4871076,4368837,4457224,4389948,4559290,4551633,4778389
 "37049","Craven, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",86.406,85.201,89.686,93.797,100.523,102.000,105.195,102.870,99.444,101.815,100.217,100.000,104.377,107.764,108.287,97.122,99.087,97.592,101.356,101.186,106.227
 "37049","Craven, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",2940725,2983106,3234682,3481984,3843276,4029178,4300120,4290780,4265272,4428689,4427286,4498290,4785153,5042223,5187785,4713769,4885294,4932200,5248852,5357221,5847941
 "37051","Cumberland, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",11950660,12639507,12922545,13457927,14347321,14546702,14905611,15512053,15792710,16390196,16666387,16433802,16309253,16233477,16398417,16252181,15279468,15323187,15698509,15527024,16361012
 "37051","Cumberland, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",72.720,76.912,78.634,81.892,87.304,88.517,90.701,94.391,96.099,99.735,101.415,100.000,99.242,98.781,99.785,98.895,92.976,93.242,95.526,94.482,99.557
 "37051","Cumberland, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",8992424,9819764,10340876,11042381,12146476,12768071,13518730,14381337,15042597,15833927,16375496,16433802,16595638,16848651,17462180,17520624,16710170,17185584,18022504,18235084,19909190
 "37053","Currituck, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",389122,427853,475330,505158,534597,524833,542181,526769,503592,551799,582317,585562,600032,611202,612297,580086,643014,682170,706150,691302,744348
 "37053","Currituck, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",66.453,73.067,81.175,86.269,91.296,89.629,92.592,89.960,86.001,94.234,99.446,100.000,102.471,104.379,104.566,99.065,109.811,116.498,120.594,118.058,127.117
 "37053","Currituck, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",293082,332187,377566,414726,453469,461659,494947,491170,479099,529219,568225,585562,614769,642159,662475,642719,728212,790842,841299,848760,944506
 "37055","Dare, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",1638831,1737887,1838587,1931723,1972804,1862800,1782214,1734969,1636910,1725414,1705590,1734285,1754345,1882271,1900039,1965901,2022754,2037367,2137770,2104898,2259294
 "37055","Dare, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",94.496,100.208,106.014,111.384,113.753,107.410,102.764,100.039,94.385,99.489,98.345,100.000,101.157,108.533,109.558,113.355,116.633,117.476,123.265,121.370,130.272
 "37055","Dare, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1250964,1364421,1478253,1601122,1695200,1663517,1643999,1630546,1572415,1665282,1665439,1734285,1797328,1978255,2058108,2179457,2286999,2357556,2541345,2569561,2828658
 "37057","Davidson, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",3912439,4016535,3955343,3942231,4003445,4028299,3942388,4062849,4120176,4430247,4308009,3868771,3914480,3838414,3963785,4162456,4343052,4257394,4332130,4157745,4462582
 "37057","Davidson, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",101.129,103.819,102.238,101.899,103.481,104.123,101.903,105.017,106.498,114.513,111.353,100.000,101.181,99.215,102.456,107.591,112.259,110.045,111.977,107.469,115.349
 "37057","Davidson, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",3019023,3158108,3158418,3222647,3369828,3486053,3490520,3673963,3912889,4209323,4178141,3868771,4018523,4028592,4285250,4594151,4875609,4894382,5109549,5025819,5635242
 "37059","Davie, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",848738,859693,849194,911318,959143,972824,964241,942954,849934,896551,909784,892710,1008639,1070969,1127142,1128246,1306448,1275198,1287868,1245922,1343075
 "37059","Davie, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",95.074,96.302,95.125,102.084,107.442,108.974,108.013,105.628,95.208,100.430,101.913,100.000,112.986,119.968,126.261,126.384,146.346,142.846,144.265,139.566,150.449
 "37059","Davie, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",672364,694980,697327,766257,827356,861124,879028,878101,819769,867531,886711,892710,1028155,1111928,1199603,1222709,1429609,1416178,1474989,1475833,1633495
 "37061","Duplin, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",2453918,2190706,2262361,2496925,2472353,2763259,2801878,2797516,2701300,2538749,2127507,2043315,2121282,2188560,2135767,2056941,2106114,2008461,1977065,1962541,2183421
 "37061","Duplin, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",120.095,107.213,110.720,122.200,120.997,135.234,137.124,136.911,132.202,124.247,104.120,100.000,103.816,107.108,104.525,100.667,103.073,98.294,96.758,96.047,106.857
 "37061","Duplin, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1815708,1674356,1742180,1937674,1925834,2145593,2268796,2371557,2380026,2303695,2041891,2043315,2168712,2227440,2134065,2024774,2117093,2018780,2017437,2058355,2475449
 "37063","Durham, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",16546574,17588130,19103679,19522879,21327901,27309881,29669449,30395311,26664741,29976644,31147950,31969194,32858638,31882263,31081713,30142548,28999838,30695992,32574152,33506979,36510519
 "37063","Durham, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",51.758,55.016,59.757,61.068,66.714,85.426,92.806,95.077,83.408,93.767,97.431,100.000,102.782,99.728,97.224,94.286,90.712,96.017,101.892,104.810,114.205
 "37063","Durham, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",15583438,16657580,18104588,18569539,20525415,26202011,28038410,28499608,25520127,28504183,30241226,31969194,33439326,33016700,32978556,32435439,31701178,34099079,36843064,38622955,43138332
 "37065","Edgecombe, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",1998386,1894775,1922341,1994228,2001169,1961161,1863744,1798781,3106091,2257288,1724292,1572716,1481515,1429165,1442132,1474020,1526342,1502543,1491921,1451777,1556949
 "37065","Edgecombe, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",127.066,120.478,122.231,126.802,127.243,124.699,118.505,114.374,197.499,143.528,109.638,100.000,94.201,90.872,91.697,93.724,97.051,95.538,94.863,92.310,98.997
 "37065","Edgecombe, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1689392,1636040,1678868,1773172,1808070,1808393,1760603,1730939,3047779,2183501,1678548,1572716,1513447,1482801,1522134,1567455,1641116,1638740,1661925,1653866,1864016
 "37067","Forsyth, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",20361882,20075055,21107173,22035720,22686030,23490773,23013474,23455553,22127787,21646467,20720719,21305263,21820406,22439390,22461711,22677963,23500654,23018528,23692958,21696504,23292454
 "37067","Forsyth, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",95.572,94.226,99.070,103.429,106.481,110.258,108.018,110.093,103.861,101.601,97.256,100.000,102.418,105.323,105.428,106.443,110.304,108.042,111.207,101.836,109.327
 "37067","Forsyth, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",15948542,16199093,17250636,18163468,19164106,20191900,20154984,21174528,21122264,20814738,20008673,21305263,22344784,23599702,24357502,25257548,26565467,26547062,28026010,26304788,28788153
 "37069","Franklin, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",941637,965930,1017913,1056054,1155198,1317694,1440818,1378740,1382138,1363517,1352393,1177878,1284670,1397537,1554182,1622618,1598580,1510928,1494590,1522407,1563337
 "37069","Franklin, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",79.944,82.006,86.419,89.657,98.075,111.870,122.323,117.053,117.341,115.760,114.816,100.000,109.066,118.649,131.948,137.758,135.717,128.275,126.888,129.250,132.725
 "37069","Franklin, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",757426,789512,844663,895600,1000197,1164948,1290204,1254846,1304622,1287826,1312226,1177878,1315856,1462353,1672137,1777802,1792087,1729720,1748809,1813445,1966274
 "37071","Gaston, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",5731061,5887126,5892345,6153888,6229599,6533340,6445736,6392445,5915472,6819512,6548963,6097418,6258213,6363224,6389776,6464629,6712430,6932977,6853204,6542695,7093348
 "37071","Gaston, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",93.992,96.551,96.637,100.926,102.168,107.149,105.713,104.839,97.016,111.843,107.406,100.000,102.637,104.359,104.795,106.022,110.086,113.703,112.395,107.303,116.334
 "37071","Gaston, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",4745718,4924644,4985806,5272226,5432842,5796875,5851581,5880250,5695581,6593299,6386497,6097418,6396009,6652001,6905602,7116383,7467464,7830522,7945082,7779899,8644205
