parcel_id,date,project_name,address,neighborhood,ward,downtown_yn,housing_units,car_parking,bike_parking,parcel_area,university_yn,res_parking_elim_2015_yn,res_parking_reduced_2015_yn
0302824310170,2022-01-03,,3536 Nicollet Ave,Lyndale,8,False,204,127,199,45566.40937823,False,True,True
1602924220011,2022-01-24,MPHA Family Housing Expansion Site 16,1906 25th Ave N,Jordan,5,False,4,3,4,5670.3603968,False,False,True
2202924140075,2022-01-24,Iron Store,200 2nd St N,North Loop,3,True,13,2,23,5262.33106943,False,False,True
2402924130253,2022-01-24,,1312 8th St SE,Marcy Holmes,3,False,4,4,24,7478.86970378,True,False,False
2402924130252,2022-01-24,,1314 8th St SE,Marcy Holmes,3,False,4,4,24,6910.94757467,True,False,False
0902924430092,2022-01-24,MPHA Family Housing Expansion Site 9,2807 Emerson Ave N,Jordan,5,False,6,5,6,5421.05089069,False,True,True
0102824120145,2022-02-07,The Olive,3122 Minnehaha Ave,Longfellow,9,False,44,2,54,14327.53349271,False,False,True
2102924430122,2022-02-07,,250 Fremont Ave N,Harrison,5,False,349,145,337,107036.12856958,False,False,True
1402924110066,2022-03-07,Northrup King Artist Housing,1500 Jackson St NE,Logan Park,1,False,81,81,81,307779.58903174,False,True,True
3002923240030,2022-03-07,Union Stadium Village,2630 University Ave SE,Prospect Park,2,False,610,238,924,61379.93685941,True,False,False
1602924130145,2022-03-21,The Resolute,1300 W Broadway,Jordan,5,False,71,16,71,10334.92531329,False,True,True
3402924320199,2022-03-21,,2718 Grand Ave S,Whittier,10,False,12,0,19,5171.81589211,False,False,True
1402924410204,2022-03-21,,635 Van Buren St,St. Anthony East,3,False,23,0,36,7777.58495625,False,True,True
3402924420230,2022-04-11,,2607 2nd Ave S,Whittier,10,False,12,0,15,6137.22356134,False,False,True
1411821110062,2022-04-25,,1500 44th Ave N,Webber-Camden,4,False,9,0,12,4696.02644989,False,True,True
2202924141058,2022-04-25,Intersection,310 2nd St N,North Loop,3,True,96,47,96,17431.83764498,False,False,False
1402924230071,2022-05-09,,315 13th Ave NE,Sheridan,3,False,53,56,88,10889.65182248,False,False,True
2502924430226,2022-05-09,AGRA,901 27th Ave S,Seward,6,False,155,123,233,41700.46684978,False,True,True
1102924140119,2022-05-09,,715 Lowry Ave NE,Holland,1,False,7,7,7,3586.14399406,False,False,True
1702824320075,2022-05-09,,5121 France Ave S,Fulton,13,False,28,38,25,8727.9808387,False,False,False
1802823230146,2022-05-09,Sanctuary Lofts,3225 E Minnehaha Pkwy,Keewaydin,12,False,28,5,17,40627.97604853,False,False,True
0402824120219,2022-05-23,,3001 Hennepin Ave,SOUP,10,False,272,218,245,88366.56741437,False,True,True
2402924420187,2022-06-13,The Standard Dinkytown,515 15th Ave SE,Marcy Holmes,3,False,304,154,"1,020",54946.01174317,True,False,False
1102824210132,2022-06-13,Calvary Apartments,3901 Chicago Ave,Bancroft,8,False,21,6,19,20778.48721422,False,True,True
1102824210114,2022-06-13,Elliot Apartments,3900 Elliot Ave,Bancroft,8,False,20,3,18,15581.90608548,False,True,True
2702924110162,2022-06-27,Northstar Center East,608 2nd Ave S,Downtown West,7,True,216,0,265,94138.95234012,False,False,True
3402924240115,2022-06-27,,110 W 26th Street,Whittier,10,False,15,9,15,8068.38511011,False,False,True
2202924130004,2022-06-27,Duffey Paper Block 2.0,300 6th Ave N,North Loop,3,True,358,322,359,18395.99002033,False,False,True
2102924430122,2022-06-27,,250 Fremont Ave N,Harrison,5,False,325,280,294,107036.12856958,False,False,True
3402924240113,2022-06-27,,2542 Blaisdell Ave,Whittier,10,False,27,15,27,12866.23268242,False,False,True
3502924320487,2022-07-18,,723 27th St E,Phillips,6,False,27,18,29,15683.69886616,False,True,True
0302824210134,2022-08-01,,3030 Nicollet Ave,Lyndale,8,False,110,70,117,114871.44299826,False,True,True
2702924320085,2022-08-01,,307 Oak Grove St,Loring Park,7,True,60,37,56,5972.33962998,False,False,True
3602924220123,2022-08-15,Wadaag Commons,1912 22nd St E,Seward,6,False,39,21,39,19303.67206018,False,False,True
0802824430052,2022-09-06,,2815 44th St W,Linden Hills,13,False,38,27,42,5740.49480545,False,False,False
1302924220094,2022-09-06,,1717 Central Ave NE,Northeast Park,1,False,86,86,115,32142.47552664,False,True,True
1202924310008,2022-09-06,,2318 Johnson Street NE,Windom Park,1,False,4,3,4,6222.50979412,False,False,False
1602924420178,2022-09-19,,1800 Emerson Ave N,Near North,5,False,40,40,107,49735.0400133,False,True,True
3002923240161,2022-10-17,Brickhouse Lofts/Max Apartments,150 26th Ave SE,Prospect Park,2,False,27,0,0,108900.07121731,True,False,False
1402924410037,2022-10-17,,613 Van Buren St NE,St. Anthony East,3,False,64,20,70,14827.5222255,False,True,True
0802824310128,2022-11-01,Trolley Line Condos,4352 Zenith Ave S,Linden Hills,13,False,4,8,8,10520.63670088,False,False,False
2302924330015,2022-11-01,Hennepin Co LuMINN Hotel Conversion,219 4th St S,Downtown West,7,True,55,0,55,6919.76915876,False,False,True
1502924410027,2022-11-01,,912 Marshall St NE,St. Anthony West,3,False,89,32,82,110858.46225128,False,False,True
2402924310112,2022-11-14,Hennepin Co University Inn Conversion,924 4th St SE,Marcy Holmes,3,False,45,40,41,30654.73554306,True,False,False
2002924110020,2022-12-05,Plymouth Ave Apartments (East),2309 Plymouth Ave N,Near North,5,False,38,5,45,9894.07308581,False,True,True
1702824310204,2022-12-05,,5009 Beard Ave S,Fulton,13,False,63,63,70,22569.93270729,False,False,False
2002924110040,2022-12-05,Plymouth Ave Apartments (West),1254 Russell Ave N,Near North,5,False,25,0,36,7223.0569711,False,False,True
3402924330212,2023-01-09,,550 Lake St W,Whittier,10,False,91,63,95,18021.44769161,False,True,True
1502924110035,2023-02-06,Exeter Marshall,1500 Marshall St NE,Sheridan,3,False,184,177,220,9634.73245855,False,False,True
2302824210041,2023-02-06,,5401 Chicago Ave,Hale,11,False,47,22,47,14700.18219247,False,True,True
1602924410017,2023-02-06,Satori Senior Housing,1823 Bryant Ave N,Near North,5,False,79,53,74,6818.59688337,False,True,True
3402924420498,2023-02-21,Simpson Shelter and Housing,2730 1st Ave S,Whittier,10,False,42,0,54,28289.51693133,False,True,True
1602924120171,2023-03-06,,2323 Emerson Ave N,Jordan,5,False,6,8,12,14750.46721541,False,True,True
2202824230036,2023-03-06,Hennepin Co Metro Inn Conversion,5637 Lyndale Ave S,Windom,11,False,39,19,8,35553.75836313,False,False,False
3402924240199,2023-03-20,,2409 Pillsbury Ave,Whittier,10,False,1,0,0,14877.45506198,False,True,True
2402924110227,2023-04-10,,1714 E Hennepin Ave,Como,1,False,27,24,32,14930.19259183,True,False,False
1502824210073,2023-04-10,,137 46th St W,Tangletown,11,False,4,3,4,6605.3878869,False,False,True
2102924420009,2023-04-10,Olson Court,560 Humboldt Ave N,Harrison,5,False,116,92,104,34492.77338966,False,True,True
2002924440089,2023-04-10,,2426 Inglewood Ave,Harrison,5,False,16,7,38,26738.81608294,False,False,True
3602924430030,2023-05-22,Agate Shelter and Housing,2800 27th Ave S,Longfellow,9,False,45,11,50,1922.54328453,False,False,True
3402924330212,2023-06-12,,550 Lake St W,Whittier,10,False,110,61,99,18021.44769161,False,True,True
3502924120286,2023-07-17,Native American Community Clinic Redevelopment,1213 Franklin Ave E,Ventura Village,6,False,83,81,83,88133.41882077,False,True,True
0402824120053,2023-07-17,,3016 Fremont Ave S,SOUP,10,False,78,18,77,5959.38026829,False,True,True
3502924230026,2023-07-31,,2432 Chicago Ave,Phillips West,6,False,20,0,20,6468.73839757,False,True,True
0602823320090,2023-09-05,,3561 Minnehaha Ave,Howe,12,False,32,0,36,11909.82905809,False,False,True
2602924240086,2023-09-18,,700 10th Ave S,Elliot Park,6,True,59,8,76,28176.99545146,False,False,True
1502824320026,2023-10-16,,5005 Lyndale Ave S,Tangletown,11,False,20,33,20,11541.23490988,False,False,True
3302924130117,2023-12-04,,2415 Emerson Ave S,Lowry Hill East,10,False,32,6,32,7172.55300294,False,True,True
3502924120285,2023-12-04,MIWRC Addition,2300 15th Ave S,Ventura Village,6,False,10,0,10,58869.48686565,False,False,True
2102924240153,2024-02-20,Adventures for Youth,1400 8th Ave N,Near North,5,False,8,0,8,9095.01660517,False,False,True
3502924120112,2024-02-20,Mille Lacs Mixed Use,2214 Bloomington Ave,Ventura Village,6,False,36,22,35,6099.94416182,False,False,True
1802823330153,2024-02-20,,3320 54th St E,Keewaydin,11,False,20,14,26,9930.8417926,False,False,False
