parcel_id,SDE_ID,CO_CODE,CTU_CODE,CTU_ID,COCTU_ID,CTU_NAME,YEAR,TENURE,HOUSING_TY,HOUSING__1,RES_PERMIT,ADDRESS,ZIP_CODE,ZIP_PLUS_4,NAME,BUILDINGS,UNITS,AGE_RESTRI,MEMORY_CAR,ASSISTED,COM_OFF_RE,ACREAGE,SQF,PUBLIC_FUN,PERMIT_VAL,COMMUNITY_
2702924310130,71187.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2012.0,RNT,MF5,Multifamily (5 units or more),NU,1369 Spruce Pl,55403.0,,Loring Park Apartments,1.0,354.0,0.0,0.0,0.0,,0.0,0.0,,73102363.0,Urban Center
1402924240072,72727.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2016.0,OWN,DTQ,"Duplex, triplex and quad",RM,1406 6th St NE,,,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,0.0,Urban Center
1402924240072,72728.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2016.0,OWN,SFD,Single-Family Detached,NU,1406 6th St NE,,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,230000.0,Urban Center
2102924340022,72904.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2016.0,OWN,SFD,Single-Family Detached,RM,141 Cedar Lake Rd,,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,Urban Center
2402924420062,70863.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2014.0,RNT,MF5,Multifamily (5 units or more),NU,1423 5th St SE,,,Gould Apartments,0.0,13.0,0.0,0.0,0.0,,0.0,0.0,,4196743.0,Urban Center
3502924120100,71039.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2016.0,OWN,SFD,Single-Family Detached,RM,1424 22nd St E,,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,Urban Center
3002923430155,71987.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2016.0,OWN,SFD,Single-Family Detached,NU,1433 East River Pkwy,,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,588000.0,Urban Center
1702824440029,72242.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2016.0,OWN,SFD,Single-Family Detached,NU,15 Forest Dale,,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,548249.0,Urban Center
1702824440029,72243.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2016.0,OWN,SFD,Single-Family Detached,RM,15 Forest Dale,,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,Urban Center
2902924120139,72251.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2013.0,OWN,SFD,Single-Family Detached,NU,15 Xerxes Ave S,,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,N,266000.0,Urban Center
